DANE,Subsidiado
05001,644079
05002,14819
05004,1578
05021,2891
05030,11828
05031,14638
05034,27011
05036,3665
05038,9947
05040,11704
05042,15617
05044,5835
05045,51698
05051,24004
05055,7179
05059,3363
05079,18201
05086,3603
05088,88922
05091,7208
05093,13100
05101,18348
05107,6916
05113,5531
05120,27238
05125,6725
05129,17369
05134,6693
05138,12192
05142,3407
05145,3592
05147,22030
05148,14651
05150,2081
05154,61009
05172,35695
05190,5871
05197,10233
05206,3172
05209,14074
05212,15153
05234,16138
05237,6219
05240,8560
05250,37380
05264,2196
05266,18187
05282,9313
05284,18082
05306,3045
05308,12788
05310,5204
05313,6851
05315,4039
05318,9547
05321,2322
05347,4686
05353,2825
05360,49130
05361,20735
05364,9258
05368,6512
05376,10611
05380,11880
05390,4704
05400,7004
05411,7817
05425,6177
05440,16457
05467,4732
05475,2949
05480,13633
05483,9642
05490,43327
05495,19511
05501,2208
05541,11957
05543,6984
05576,6010
05579,25788
05585,8093
05591,8693
05604,15504
05607,4183
05615,17458
05628,7849
05631,4766
05642,12675
05647,5189
05649,8366
05652,4817
05656,6124
05658,1860
05659,18112
05660,8448
05664,8633
05665,26069
05667,8996
05670,13017
05674,15387
05679,14362
05686,15238
05690,7711
05697,14833
05736,21697
05756,25374
05761,8279
05789,9220
05790,32165
05792,3996
05809,4313
05819,4533
05837,80867
05842,5808
05847,24711
05854,13680
05856,3778
05858,9408
05861,6670
05873,7049
05885,5104
05887,28378
05890,15320
05893,10957
05895,19996
08001,507502
08078,36050
08137,20427
08141,11791
08296,21785
08372,12565
08421,19731
08433,73862
08436,13645
08520,14442
08549,4917
08558,9810
08560,15519
08573,14914
08606,18944
08634,15772
08638,49944
08675,10925
08685,14870
08758,241205
08770,8719
08832,9619
08849,6756
11001,1352589
13001,412307
13006,21588
13030,9099
13042,7543
13052,40291
13062,5874
13074,14007
13140,16161
13160,7593
13188,10496
13212,15613
13222,10841
13244,57075
13248,7652
13268,8338
13300,11199
13430,115696
13433,19667
13440,8622
13442,38548
13458,8574
13468,43607
13473,15526
13490,2226
13549,23024
13580,5688
13600,15306
13620,5793
13647,12678
13650,9877
13654,19988
13655,11321
13657,27059
13667,14804
13670,21977
13673,10473
13683,11962
13688,24957
13744,16632
13760,7084
13780,11374
13810,19569
13836,37185
13838,10620
13873,15950
13894,8450
15001,50326
15022,1712
15047,14586
15051,4112
15087,5837
15090,1791
15092,1658
15097,5211
15104,4244
15106,2223
15109,4766
15114,545
15131,3124
15135,2950
15162,2484
15172,2679
15176,26505
15180,3930
15183,9216
15185,5533
15187,2320
15189,4060
15204,9094
15212,3638
15215,1311
15218,2688
15223,5715
15224,3155
15226,1456
15232,5370
15236,1806
15238,38345
15244,4405
15248,2507
15272,3778
15276,2768
15293,2658
15296,3604
15299,9945
15317,1521
15322,6456
15325,3399
15332,4216
15362,1198
15367,5526
15368,3668
15377,3509
15380,2392
15401,1277
15403,2567
15407,6143
15425,3805
15442,6851
15455,5992
15464,3966
15466,3077
15469,13977
15476,4509
15480,8214
15491,5999
15494,4961
15500,1828
15507,7676
15511,2124
15514,2515
15516,13057
15518,1837
15522,1922
15531,7394
15533,2061
15537,2270
15542,6423
15550,1485
15572,33678
15580,6071
15599,8043
15600,4271
15621,2319
15632,10100
15638,2952
15646,9409
15660,1534
15664,4422
15667,4339
15673,3640
15676,2541
15681,7202
15686,6756
15690,2831
15693,6313
15696,2483
15720,1936
15723,1041
15740,6814
15753,6592
15755,6346
15757,4641
15759,40896
15761,2297
15762,2440
15763,5821
15764,5072
15774,2552
15776,4361
15778,3431
15790,4324
15798,3161
15804,7796
15806,5557
15808,1924
15810,3316
15814,6662
15816,4435
15820,1986
15822,4762
15832,1335
15835,5975
15837,5684
15839,1987
15842,7269
15861,10918
15879,2923
15897,4021
17001,97344
17013,17305
17042,24374
17050,9968
17088,8358
17174,28420
17272,8374
17380,46228
17388,4685
17433,15347
17442,5285
17444,11267
17446,2144
17486,14280
17495,4397
17513,11041
17524,9867
17541,17554
17614,40485
17616,7967
17653,14292
17662,19814
17665,3903
17777,20499
17867,6872
17873,13345
17877,7997
18001,88624
18029,5216
18094,8860
18150,21019
18205,10367
18247,16101
18256,12470
18410,12373
18460,9238
18479,3763
18592,23110
18610,10579
18753,36564
18756,9047
18785,6746
18860,9516
19001,117896
19022,16665
19050,23882
19075,19150
19100,40680
19110,22648
19130,30689
19137,26513
19142,15965
19212,19216
19256,43362
19290,4822
19300,6814
19318,23972
19355,23408
19364,14132
19392,9844
19397,19421
19418,9413
19450,15327
19455,15032
19473,22211
19513,5132
19517,30991
19532,27896
19533,7587
19548,29221
19573,21259
19585,15686
19622,9019
19693,10022
19698,50179
19701,5703
19743,34870
19760,10529
19780,15841
19785,6796
19807,23060
19809,21333
19821,26118
19824,16150
19845,9657
20001,254602
20011,58703
20013,46435
20032,18237
20045,12504
20060,23918
20175,30945
20178,21432
20228,26013
20238,20438
20250,17198
20295,9523
20310,4286
20383,12919
20400,16011
20443,9383
20517,18159
20550,14476
20570,26061
20614,11191
20621,22087
20710,14138
20750,12979
20770,12262
20787,12931
23001,205319
23068,40344
23079,15616
23090,15868
23162,58309
23168,14534
23182,37710
23189,47941
23300,14801
23350,11443
23417,81000
23419,16285
23464,14405
23466,49850
23500,22231
23555,44988
23570,26503
23574,22339
23580,30134
23586,13862
23660,62638
23670,47876
23672,27334
23675,28132
23678,17407
23682,309
23686,31891
23807,78119
23815,30531
23855,29246
25001,6943
25019,2676
25035,6307
25040,7871
25053,7202
25086,1535
25095,1695
25099,2701
25120,4332
25123,5409
25126,10203
25148,11128
25151,12354
25154,6796
25168,3212
25175,17946
25178,6429
25181,7762
25183,11722
25200,5469
25214,6348
25224,2858
25245,11409
25258,3869
25260,4094
25269,27641
25279,8323
25281,5684
25286,14047
25288,3290
25290,50462
25293,4593
25295,2209
25297,6867
25299,2925
25307,47098
25312,4135
25317,5745
25320,17308
25322,2925
25324,2041
25326,3009
25328,2524
25335,3658
25339,2625
25368,2287
25372,5415
25377,6006
25386,13304
25394,8045
25398,5596
25402,8331
25407,6751
25426,4942
25430,15020
25436,3189
25438,7228
25473,18063
25483,1763
25486,4384
25488,3181
25489,2666
25491,3866
25506,4643
25513,15364
25518,3978
25524,3778
25530,4264
25535,7808
25572,8501
25580,2393
25592,3691
25594,4139
25596,5872
25599,4952
25612,4653
25645,5793
25649,7371
25653,4025
25658,4253
25662,6921
25718,5981
25736,2988
25740,13893
25743,14122
25745,6135
25754,99184
25758,2299
25769,4808
25772,4409
25777,3259
25779,5141
25781,1982
25785,3775
25793,3673
25797,4815
25799,4161
25805,3078
25807,2333
25815,10687
25817,4652
25823,3221
25839,8146
25841,5895
25843,15317
25845,5763
25851,3504
25862,6413
25867,2916
25871,1581
25873,10493
25875,13885
25878,9759
25885,12762
25898,1971
25899,28255
27001,84312
27006,10680
27025,22345
27050,6160
27073,9581
27075,10235
27077,16672
27099,11660
27135,5034
27150,5669
27160,3911
27205,11180
27245,6270
27250,11195
27361,25107
27372,3675
27413,10075
27425,6693
27430,10293
27450,7964
27491,6964
27495,7556
27580,5236
27600,7329
27615,23540
27660,4705
27745,3641
27787,18980
27800,11658
27810,4717
41001,154918
41006,23907
41013,7146
41016,13068
41020,19351
41026,2385
41078,6497
41132,22959
41206,7266
41244,2899
41298,52761
41306,18098
41319,14953
41349,5296
41357,8584
41359,22400
41378,11600
41396,44531
41483,4775
41503,9999
41518,3957
41524,15373
41530,9784
41548,11143
41551,85159
41615,13068
41660,9941
41668,27982
41676,9529
41770,13324
41791,14256
41797,7710
41799,10523
41801,6305
41807,16750
41872,5870
41885,4743
44001,120565
44035,15110
44078,17613
44090,23859
44098,6953
44110,5994
44279,18049
44378,10852
44420,1776
44430,121234
44560,59240
44650,28917
44847,104502
44855,7180
44874,14887
47001,250992
47030,10694
47053,22369
47058,23032
47161,7770
47170,15915
47189,82543
47205,8483
47245,49710
47258,17189
47268,13235
47288,52497
47318,23531
47460,14496
47541,9067
47545,8591
47551,36911
47555,51370
47570,20510
47605,7862
47660,8421
47675,7497
47692,16274
47703,7015
47707,18416
47720,9044
47745,14697
47798,12680
47960,7476
47980,37546
50001,137047
50006,28090
50110,2092
50124,2393
50150,4524
50223,3924
50226,8175
50245,1720
50251,6330
50270,3091
50287,8118
50313,28415
50318,5281
50325,3333
50330,6563
50350,6322
50370,6924
50400,8301
50450,6393
50568,18217
50573,16619
50577,7501
50590,8203
50606,5467
50680,4358
50683,4931
50686,1148
50689,8429
50711,14491
52001,195446
52019,8120
52022,7781
52036,8497
52051,7146
52079,25797
52083,5347
52110,17850
52203,8144
52207,9786
52210,6767
52215,14619
52224,9803
52227,32155
52233,7625
52240,9258
52250,14938
52254,5879
52256,8856
52258,14384
52260,14186
52287,6894
52317,17139
52320,13249
52323,5620
52352,7140
52354,6695
52356,81177
52378,14344
52381,9963
52385,4188
52390,5568
52399,23337
52405,8752
52411,10115
52418,9455
52427,8940
52435,8933
52473,10554
52480,2836
52490,16132
52506,6428
52520,6009
52540,11772
52560,11966
52565,6060
52573,7832
52585,16018
52612,16484
52621,10561
52678,29412
52683,17869
52685,7357
52687,16545
52693,13457
52694,6155
52696,11378
52699,9381
52720,6667
52786,15123
52788,9384
52835,129536
52838,35181
52885,9166
54001,337810
54003,26178
54051,7397
54099,4553
54109,5023
54125,2438
54128,8264
54172,9114
54174,8251
54206,14515
54223,7057
54239,3336
54245,12717
54250,9950
54261,15892
54313,4971
54344,8708
54347,3210
54377,4751
54385,8563
54398,7285
54405,31376
54418,3064
54480,3199
54498,59580
54518,22643
54520,4086
54553,8819
54599,4600
54660,7930
54670,8728
54673,2682
54680,2409
54720,17744
54743,4525
54800,12541
54810,27063
54820,12709
54871,3732
54874,55862
63001,98500
63111,2240
63130,40856
63190,15566
63212,4705
63272,8612
63302,7565
63401,22830
63470,29615
63548,5129
63594,25406
63690,4194
66001,131609
66045,8081
66075,4385
66088,18470
66170,56693
66318,9267
66383,5743
66400,14098
66440,11494
66456,11956
66572,10584
66594,21535
66682,28564
66687,9326
68001,171526
68013,1667
68020,3254
68051,6842
68077,8593
68079,4834
68081,94042
68092,3150
68101,9590
68121,1615
68132,730
68147,5877
68152,5314
68160,1711
68162,6147
68167,8020
68169,2386
68176,2473
68179,3915
68190,24242
68207,6196
68209,2067
68211,2730
68217,5895
68229,7196
68235,12992
68245,1848
68250,4355
68255,10286
68264,2425
68266,4353
68271,5360
68276,65382
68296,2968
68298,3206
68307,50263
68318,6745
68320,3530
68322,1441
68324,3389
68327,2873
68344,1986
68368,3130
68370,1219
68377,5696
68385,10807
68397,5198
68406,17013
68418,7019
68425,2567
68432,11623
68444,4216
68464,8667
68468,5227
68498,4271
68500,7445
68502,4902
68522,1176
68524,1931
68533,2815
68547,35999
68549,2506
68572,8573
68573,3804
68575,17935
68615,18778
68655,14962
68669,9143
68673,2712
68679,16088
68682,2074
68684,4830
68686,2762
68689,21439
68705,1869
68720,3639
68745,7287
68755,12589
68770,7887
68773,7107
68780,2833
68820,4764
68855,3772
68861,11314
68867,813
68872,5465
68895,5277
70001,224823
70110,8591
70124,11658
70204,6437
70215,36888
70221,9171
70230,4414
70233,9006
70235,16564
70265,16363
70400,10394
70418,19782
70429,35118
70473,11811
70508,20845
70523,11491
70670,39359
70678,24667
70702,11365
70708,53347
70713,41412
70717,14036
70742,26401
70771,23272
70820,21260
70823,16173
73001,148261
73024,3798
73026,5773
73030,4431
73043,9006
73055,7707
73067,16293
73124,13939
73148,5372
73152,5792
73168,38224
73200,5809
73217,22511
73226,7345
73236,6366
73268,32254
73270,5895
73275,10456
73283,23587
73319,22052
73347,4540
73349,12358
73352,6667
73408,10837
73411,25865
73443,22034
73449,14915
73461,3783
73483,13853
73504,26120
73520,8053
73547,2794
73555,26195
73563,6168
73585,18777
73616,20778
73622,4831
73624,22167
73671,9976
73675,11989
73678,8800
73686,5040
73770,3029
73854,4346
73861,8658
73870,9278
73873,4666
76001,588415
76020,8602
76036,10295
76041,12523
76054,4088
76100,10844
76109,173187
76111,52019
76113,11558
76122,20937
76126,9856
76130,34152
76147,50492
76233,23479
76243,7222
76246,6369
76248,24603
76250,8727
76275,29777
76306,12252
76318,14715
76364,37329
76377,8195
76400,18921
76403,7689
76497,7842
76520,126883
76563,25663
76606,9405
76616,12203
76622,19868
76670,7204
76736,35125
76823,9830
76828,13668
76834,136152
76845,3064
76863,8079
76869,5165
76890,8325
76892,39892
76895,18629
81001,51961
81065,32204
81220,3252
81300,15190
81591,3642
81736,42996
81794,33290
85001,62381
85010,19277
85015,1357
85125,9216
85136,954
85139,8217
85162,9555
85225,7420
85230,6513
85250,27539
85263,7227
85279,1305
85300,2144
85315,1272
85325,6198
85400,5615
85410,10891
85430,8675
85440,11623
86001,32347
86219,4118
86320,32137
86568,39899
86569,12179
86571,19907
86573,21000
86749,10969
86755,5645
86757,15018
86760,7918
86865,29208
86885,16749
88001,21079
88564,1982
91001,27207
91540,4855
94001,18527
95001,37877
95015,8403
95025,12460
95200,7309
97001,13379
97161,2428
97666,985
99001,14302
99524,9737
99624,3040
99773,39039
